0.1000000000	1.1103416667	1.1103418362	0.0000001695
0.2000000000	1.2428051417	1.2428055163	0.0000003746
0.3000000000	1.3997169941	1.3997176152	0.0000006210
0.4000000000	1.5836484802	1.5836493953	0.0000009151
0.5000000000	1.7974412772	1.7974425414	0.0000012642
0.6000000000	2.0442359242	2.0442376008	0.0000016766
0.7000000000	2.3275032532	2.3275054149	0.0000021617
0.8000000000	2.6510791266	2.6510818570	0.0000027304
0.9000000000	3.0192028276	3.0192062223	0.0000033948
1.0000000000	3.4365594883	3.4365636569	0.0000041686
